family	genus	species	decimalLatitude	decimalLongitude
Bothidae	Bothus	Bothus lunatus	25.145183	-80.267433
Bothidae	Bothus	Bothus ocellatus	25.145183	-80.267433
Bothidae	Bothus	Bothus lunatus	25.005583	-80.376983
Bothidae	Bothus	Bothus ocellatus	25.005583	-80.376983
Bothidae	Bothus	Bothus lunatus	25.005283	-80.377883
Bothidae	Bothus	Bothus ocellatus	25.005283	-80.377883
Bothidae	Bothus	Bothus lunatus	25.033483	-80.346183
Bothidae	Bothus	Bothus ocellatus	25.033483	-80.346183
Bothidae	Bothus	Bothus lunatus	25.03415	-80.345767
Bothidae	Bothus	Bothus ocellatus	25.03415	-80.345767
Bothidae	Bothus	Bothus lunatus	25.207083	-80.21435
Bothidae	Bothus	Bothus ocellatus	25.207083	-80.21435
Bothidae	Bothus	Bothus lunatus	25.20665	-80.214583
Bothidae	Bothus	Bothus ocellatus	25.20665	-80.214583
Bothidae	Bothus	Bothus lunatus	25.203917	-80.214867
Bothidae	Bothus	Bothus ocellatus	25.203917	-80.214867
Bothidae	Bothus	Bothus lunatus	25.204583	-80.214383
Bothidae	Bothus	Bothus ocellatus	25.204583	-80.214383
Bothidae	Bothus	Bothus lunatus	25.234967	-80.2123
Bothidae	Bothus	Bothus ocellatus	25.234967	-80.2123
Bothidae	Bothus	Bothus lunatus	25.23515	-80.212883
Bothidae	Bothus	Bothus ocellatus	25.23515	-80.212883
Bothidae	Bothus	Bothus lunatus	25.222183	-80.216033
Bothidae	Bothus	Bothus ocellatus	25.222183	-80.216033
Bothidae	Bothus	Bothus lunatus	25.220967	-80.2172
Bothidae	Bothus	Bothus ocellatus	25.220967	-80.2172
Bothidae	Bothus	Bothus lunatus	25.015833	-80.3733
Bothidae	Bothus	Bothus ocellatus	25.015833	-80.3733
Bothidae	Bothus	Bothus lunatus	25.016167	-80.372933
Bothidae	Bothus	Bothus ocellatus	25.016167	-80.372933
Bothidae	Bothus	Bothus lunatus	25.227533	-80.213333
Bothidae	Bothus	Bothus ocellatus	25.227533	-80.213333
Bothidae	Bothus	Bothus lunatus	25.227967	-80.2131
Bothidae	Bothus	Bothus ocellatus	25.227967	-80.2131
Bothidae	Bothus	Bothus lunatus	25.011433	-80.37
Bothidae	Bothus	Bothus ocellatus	25.011433	-80.37
Bothidae	Bothus	Bothus lunatus	25.011583	-80.3696
Bothidae	Bothus	Bothus ocellatus	25.011583	-80.3696
Bothidae	Bothus	Bothus lunatus	25.007717	-80.374383
Bothidae	Bothus	Bothus ocellatus	25.007717	-80.374383
Bothidae	Bothus	Bothus lunatus	25.007717	-80.374383
Bothidae	Bothus	Bothus ocellatus	25.007717	-80.374383
Bothidae	Bothus	Bothus lunatus	25.03505	-80.348467
Bothidae	Bothus	Bothus ocellatus	25.03505	-80.348467
Bothidae	Bothus	Bothus lunatus	25.03505	-80.348467
Bothidae	Bothus	Bothus ocellatus	25.03505	-80.348467
Bothidae	Bothus	Bothus ocellatus	25.033567	-80.3499
Bothidae	Bothus	Bothus lunatus	25.033567	-80.3499
Bothidae	Bothus	Bothus ocellatus	25.033567	-80.3499
Bothidae	Bothus	Bothus lunatus	25.033567	-80.3499
Bothidae	Bothus	Bothus lunatus	25.143783	-80.2572
Bothidae	Bothus	Bothus ocellatus	25.143783	-80.2572
Bothidae	Bothus	Bothus lunatus	25.143783	-80.2572
Bothidae	Bothus	Bothus ocellatus	25.143783	-80.2572
Bothidae	Bothus	Bothus lunatus	25.1399	-80.2598
Bothidae	Bothus	Bothus ocellatus	25.1399	-80.2598
Bothidae	Bothus	Bothus lunatus	25.1399	-80.2598
Bothidae	Bothus	Bothus ocellatus	25.1399	-80.2598
Bothidae	Bothus	Bothus lunatus	25.22375	-80.209067
Bothidae	Bothus	Bothus ocellatus	25.22375	-80.209067
Bothidae	Bothus	Bothus lunatus	25.224933	-80.2087
Bothidae	Bothus	Bothus ocellatus	25.224933	-80.2087
Bothidae	Bothus	Bothus lunatus	25.220783	-80.213033
Bothidae	Bothus	Bothus ocellatus	25.220783	-80.213033
Bothidae	Bothus	Bothus ocellatus	25.220783	-80.213033
Bothidae	Bothus	Bothus lunatus	25.220783	-80.213033
Bothidae	Bothus	Bothus lunatus	25.14675	-80.293383
Bothidae	Bothus	Bothus ocellatus	25.14675	-80.293383
Bothidae	Bothus	Bothus lunatus	25.147233	-80.293617
Bothidae	Bothus	Bothus ocellatus	25.147233	-80.293617
Bothidae	Bothus	Bothus lunatus	25.1448	-80.293783
Bothidae	Bothus	Bothus ocellatus	25.1448	-80.293783
Bothidae	Bothus	Bothus lunatus	25.145433	-80.293883
Bothidae	Bothus	Bothus ocellatus	25.145433	-80.293883
Bothidae	Bothus	Bothus lunatus	25.118717	-80.300917
Bothidae	Bothus	Bothus ocellatus	25.118717	-80.300917
Bothidae	Bothus	Bothus lunatus	25.11865	-80.3016
Bothidae	Bothus	Bothus ocellatus	25.11865	-80.3016
Bothidae	Bothus	Bothus lunatus	25.105483	-80.306983
Bothidae	Bothus	Bothus ocellatus	25.105483	-80.306983
Bothidae	Bothus	Bothus lunatus	25.1048	-80.3074
Bothidae	Bothus	Bothus ocellatus	25.1048	-80.3074
Bothidae	Bothus	Bothus lunatus	25.161417	-80.246067
Bothidae	Bothus	Bothus ocellatus	25.161417	-80.246067
Bothidae	Bothus	Bothus lunatus	25.16185	-80.2463
Bothidae	Bothus	Bothus ocellatus	25.16185	-80.2463
Bothidae	Bothus	Bothus ocellatus	25.144933	-80.27195
Bothidae	Bothus	Bothus lunatus	25.144933	-80.27195
Bothidae	Bothus	Bothus lunatus	25.1451	-80.27195
Bothidae	Bothus	Bothus ocellatus	25.1451	-80.27195
Bothidae	Bothus	Bothus ocellatus	25.074433	-80.319483
Bothidae	Bothus	Bothus lunatus	25.074433	-80.319483
Bothidae	Bothus	Bothus lunatus	25.075	-80.319633
Bothidae	Bothus	Bothus ocellatus	25.075	-80.319633
Bothidae	Bothus	Bothus lunatus	25.147433	-80.249383
Bothidae	Bothus	Bothus ocellatus	25.147433	-80.249383
Bothidae	Bothus	Bothus lunatus	25.147667	-80.249267
Bothidae	Bothus	Bothus ocellatus	25.147667	-80.249267
Bothidae	Bothus	Bothus lunatus	25.048267	-80.333833
Bothidae	Bothus	Bothus ocellatus	25.048267	-80.333833
Bothidae	Bothus	Bothus lunatus	25.04715	-80.33415
Bothidae	Bothus	Bothus ocellatus	25.04715	-80.33415
Bothidae	Bothus	Bothus ocellatus	25.042167	-80.33775
Bothidae	Bothus	Bothus lunatus	25.042167	-80.33775
Bothidae	Bothus	Bothus lunatus	25.042917	-80.3375
Bothidae	Bothus	Bothus ocellatus	25.042917	-80.3375
Bothidae	Bothus	Bothus lunatus	25.290183	-80.16575
Bothidae	Bothus	Bothus ocellatus	25.290183	-80.16575
Bothidae	Bothus	Bothus ocellatus	25.289583	-80.166783
Bothidae	Bothus	Bothus lunatus	25.289583	-80.166783
Bothidae	Bothus	Bothus ocellatus	25.255367	-80.196217
Bothidae	Bothus	Bothus lunatus	25.255367	-80.196217
Bothidae	Bothus	Bothus ocellatus	25.120717	-80.277933
Bothidae	Bothus	Bothus lunatus	25.120717	-80.277933
Bothidae	Bothus	Bothus lunatus	25.120383	-80.278133
Bothidae	Bothus	Bothus ocellatus	25.120383	-80.278133
Bothidae	Bothus	Bothus lunatus	25.078417	-80.311767
Bothidae	Bothus	Bothus ocellatus	25.078417	-80.311767
Bothidae	Bothus	Bothus lunatus	25.0788	-80.31175
Bothidae	Bothus	Bothus ocellatus	25.0788	-80.31175
Bothidae	Bothus	Bothus ocellatus	25.2792	-80.1897
Bothidae	Bothus	Bothus lunatus	25.2792	-80.1897
Bothidae	Bothus	Bothus ocellatus	25.279967	-80.189367
Bothidae	Bothus	Bothus lunatus	25.279967	-80.189367
Bothidae	Bothus	Bothus lunatus	25.13225	-80.30545
Bothidae	Bothus	Bothus ocellatus	25.13225	-80.30545
Bothidae	Bothus	Bothus lunatus	25.132733	-80.3055
Bothidae	Bothus	Bothus ocellatus	25.132733	-80.3055
Bothidae	Bothus	Bothus lunatus	25.093533	-80.305533
Bothidae	Bothus	Bothus ocellatus	25.093533	-80.305533
Bothidae	Bothus	Bothus lunatus	25.09265	-80.305233
Bothidae	Bothus	Bothus ocellatus	25.09265	-80.305233
Bothidae	Bothus	Bothus ocellatus	24.975983	-80.4336
Bothidae	Bothus	Bothus lunatus	24.975983	-80.4336
Bothidae	Bothus	Bothus lunatus	24.9765	-80.433717
Bothidae	Bothus	Bothus ocellatus	24.9765	-80.433717
Bothidae	Bothus	Bothus ocellatus	25.226817	-80.231117
Bothidae	Bothus	Bothus lunatus	25.226817	-80.231117
Bothidae	Bothus	Bothus lunatus	25.2268	-80.2307
Bothidae	Bothus	Bothus ocellatus	25.2268	-80.2307
Bothidae	Bothus	Bothus ocellatus	25.1959	-80.23845
Bothidae	Bothus	Bothus lunatus	25.1959	-80.23845
Bothidae	Bothus	Bothus ocellatus	25.195367	-80.23835
Bothidae	Bothus	Bothus lunatus	25.195367	-80.23835
Bothidae	Bothus	Bothus ocellatus	25.186533	-80.263283
Bothidae	Bothus	Bothus lunatus	25.186533	-80.263283
Bothidae	Bothus	Bothus lunatus	25.186517	-80.262533
Bothidae	Bothus	Bothus ocellatus	25.186517	-80.262533
Bothidae	Bothus	Bothus ocellatus	25.153867	-80.28975
Bothidae	Bothus	Bothus lunatus	25.153867	-80.28975
Bothidae	Bothus	Bothus ocellatus	25.154383	-80.29035
Bothidae	Bothus	Bothus lunatus	25.154383	-80.29035
Bothidae	Bothus	Bothus ocellatus	25.199667	-80.224717
Bothidae	Bothus	Bothus lunatus	25.199667	-80.224717
Bothidae	Bothus	Bothus ocellatus	25.19875	-80.22565
Bothidae	Bothus	Bothus lunatus	25.19875	-80.22565
Bothidae	Bothus	Bothus ocellatus	25.199	-80.226267
Bothidae	Bothus	Bothus lunatus	25.199	-80.226267
Bothidae	Bothus	Bothus ocellatus	25.19645	-80.228217
Bothidae	Bothus	Bothus lunatus	25.19645	-80.228217
Bothidae	Bothus	Bothus ocellatus	25.19555	-80.227617
Bothidae	Bothus	Bothus lunatus	25.19555	-80.227617
Bothidae	Bothus	Bothus ocellatus	25.19625	-80.2251
Bothidae	Bothus	Bothus lunatus	25.19625	-80.2251
Bothidae	Bothus	Bothus ocellatus	25.029433	-80.3545
Bothidae	Bothus	Bothus lunatus	25.029433	-80.3545
Bothidae	Bothus	Bothus ocellatus	25.029917	-80.354083
Bothidae	Bothus	Bothus lunatus	25.029917	-80.354083
Bothidae	Bothus	Bothus ocellatus	24.987283	-80.414283
Bothidae	Bothus	Bothus lunatus	24.987283	-80.414283
Bothidae	Bothus	Bothus ocellatus	24.987283	-80.414283
Bothidae	Bothus	Bothus lunatus	24.987283	-80.414283
Bothidae	Bothus	Bothus lunatus	25.223883	-80.228817
Bothidae	Bothus	Bothus ocellatus	25.223883	-80.228817
Bothidae	Bothus	Bothus lunatus	25.2242	-80.228483
Bothidae	Bothus	Bothus ocellatus	25.2242	-80.228483
Bothidae	Bothus	Bothus lunatus	25.163133	-80.257117
Bothidae	Bothus	Bothus ocellatus	25.163133	-80.257117
Bothidae	Bothus	Bothus lunatus	25.122583	-80.30465
Bothidae	Bothus	Bothus ocellatus	25.122583	-80.30465
Bothidae	Bothus	Bothus lunatus	25.12225	-80.305217
Bothidae	Bothus	Bothus ocellatus	25.12225	-80.305217
Bothidae	Bothus	Bothus lunatus	25.027983	-80.391567
Bothidae	Bothus	Bothus ocellatus	25.027983	-80.391567
Bothidae	Bothus	Bothus lunatus	25.0282	-80.39125
Bothidae	Bothus	Bothus ocellatus	25.0282	-80.39125
Bothidae	Bothus	Bothus ocellatus	25.012617	-80.40805
Bothidae	Bothus	Bothus lunatus	25.012617	-80.40805
Bothidae	Bothus	Bothus ocellatus	25.012683	-80.407067
Bothidae	Bothus	Bothus lunatus	25.012683	-80.407067
Bothidae	Bothus	Bothus ocellatus	25.199883	-80.2296
Bothidae	Bothus	Bothus lunatus	25.199883	-80.2296
Bothidae	Bothus	Bothus lunatus	25.200483	-80.229383
Bothidae	Bothus	Bothus ocellatus	25.200483	-80.229383
Bothidae	Bothus	Bothus lunatus	25.061267	-80.332317
Bothidae	Bothus	Bothus ocellatus	25.061267	-80.332317
Bothidae	Bothus	Bothus ocellatus	25.061267	-80.332317
Bothidae	Bothus	Bothus lunatus	25.061267	-80.332317
Bothidae	Bothus	Bothus ocellatus	25.215017	-80.2794
Bothidae	Bothus	Bothus lunatus	25.215017	-80.2794
Bothidae	Bothus	Bothus ocellatus	25.214833	-80.2799
Bothidae	Bothus	Bothus lunatus	25.214833	-80.2799
Bothidae	Bothus	Bothus ocellatus	25.210767	-80.284317
Bothidae	Bothus	Bothus lunatus	25.210767	-80.284317
Bothidae	Bothus	Bothus ocellatus	25.211233	-80.284717
Bothidae	Bothus	Bothus lunatus	25.211233	-80.284717
Bothidae	Bothus	Bothus ocellatus	25.216683	-80.286933
Bothidae	Bothus	Bothus lunatus	25.216683	-80.286933
Bothidae	Bothus	Bothus ocellatus	25.210917	-80.28405
Bothidae	Bothus	Bothus lunatus	25.210917	-80.28405
Bothidae	Bothus	Bothus ocellatus	25.00925	-80.445667
Bothidae	Bothus	Bothus lunatus	25.00925	-80.445667
Bothidae	Bothus	Bothus ocellatus	25.009583	-80.444917
Bothidae	Bothus	Bothus lunatus	25.009583	-80.444917
Bothidae	Bothus	Bothus ocellatus	24.992767	-80.465267
Bothidae	Bothus	Bothus lunatus	24.992767	-80.465267
Bothidae	Bothus	Bothus ocellatus	24.99185	-80.466217
Bothidae	Bothus	Bothus lunatus	24.99185	-80.466217
Bothidae	Bothus	Bothus ocellatus	25.334717	-80.237867
Bothidae	Bothus	Bothus lunatus	25.334717	-80.237867
Bothidae	Bothus	Bothus ocellatus	25.33425	-80.23835
Bothidae	Bothus	Bothus ocellatus	25.14805	-80.3614
Bothidae	Bothus	Bothus lunatus	25.33425	-80.23835
Bothidae	Bothus	Bothus lunatus	25.14805	-80.3614
Bothidae	Bothus	Bothus ocellatus	25.148683	-80.361083
Bothidae	Bothus	Bothus lunatus	25.148683	-80.361083
Bothidae	Bothus	Bothus ocellatus	25.49985	-80.117717
Bothidae	Bothus	Bothus ocellatus	25.500233	-80.117333
Bothidae	Bothus	Bothus lunatus	25.49985	-80.117717
Bothidae	Bothus	Bothus lunatus	25.500233	-80.117333
Bothidae	Bothus	Bothus ocellatus	25.336733	-80.1511
Bothidae	Bothus	Bothus lunatus	25.336733	-80.1511
Bothidae	Bothus	Bothus ocellatus	25.33635	-80.15165
Bothidae	Bothus	Bothus lunatus	25.33635	-80.15165
Bothidae	Bothus	Bothus ocellatus	25.336283	-80.151967
Bothidae	Bothus	Bothus lunatus	25.336283	-80.151967
Bothidae	Bothus	Bothus ocellatus	25.335717	-80.1515
Bothidae	Bothus	Bothus ocellatus	25.601117	-80.101617
Bothidae	Bothus	Bothus lunatus	25.335717	-80.1515
Bothidae	Bothus	Bothus lunatus	25.601117	-80.101617
Bothidae	Bothus	Bothus ocellatus	25.600533	-80.101867
Bothidae	Bothus	Bothus lunatus	25.600533	-80.101867
Bothidae	Bothus	Bothus ocellatus	25.533717	-80.1159
Bothidae	Bothus	Bothus lunatus	25.533717	-80.1159
Bothidae	Bothus	Bothus ocellatus	25.53425	-80.1149
Bothidae	Bothus	Bothus lunatus	25.53425	-80.1149
Bothidae	Bothus	Bothus ocellatus	25.5636	-80.0934
Bothidae	Bothus	Bothus lunatus	25.5636	-80.0934
Bothidae	Bothus	Bothus ocellatus	25.56425	-80.094
Bothidae	Bothus	Bothus lunatus	25.56425	-80.094
Bothidae	Bothus	Bothus ocellatus	25.558917	-80.0942
Bothidae	Bothus	Bothus lunatus	25.558917	-80.0942
Bothidae	Bothus	Bothus ocellatus	25.559383	-80.094367
Bothidae	Bothus	Bothus lunatus	25.559383	-80.094367
Bothidae	Bothus	Bothus ocellatus	25.626833	-80.093467
Bothidae	Bothus	Bothus lunatus	25.626833	-80.093467
Bothidae	Bothus	Bothus lunatus	25.626317	-80.093583
Bothidae	Bothus	Bothus ocellatus	25.626317	-80.093583
Bothidae	Bothus	Bothus lunatus	25.520417	-80.105333
Bothidae	Bothus	Bothus ocellatus	25.520417	-80.105333
Bothidae	Bothus	Bothus lunatus	25.5197	-80.10565
Bothidae	Bothus	Bothus ocellatus	25.5197	-80.10565
Bothidae	Bothus	Bothus lunatus	25.505133	-80.105967
Bothidae	Bothus	Bothus ocellatus	25.505133	-80.105967
Bothidae	Bothus	Bothus lunatus	25.505583	-80.105533
Bothidae	Bothus	Bothus ocellatus	25.505583	-80.105533
Bothidae	Bothus	Bothus ocellatus	25.33795	-80.148367
Bothidae	Bothus	Bothus lunatus	25.33795	-80.148367
Bothidae	Bothus	Bothus lunatus	25.338633	-80.149
Bothidae	Bothus	Bothus ocellatus	25.338633	-80.149
Bothidae	Bothus	Bothus ocellatus	25.483883	-80.110167
Bothidae	Bothus	Bothus lunatus	25.483883	-80.110167
Bothidae	Bothus	Bothus lunatus	25.48385	-80.11075
Bothidae	Bothus	Bothus ocellatus	25.48385	-80.11075
Bothidae	Bothus	Bothus ocellatus	25.47215	-80.111767
Bothidae	Bothus	Bothus lunatus	25.47215	-80.111767
Bothidae	Bothus	Bothus lunatus	25.47215	-80.111767
Bothidae	Bothus	Bothus ocellatus	25.47215	-80.111767
Bothidae	Bothus	Bothus ocellatus	25.704917	-80.101333
Bothidae	Bothus	Bothus lunatus	25.704917	-80.101333
Bothidae	Bothus	Bothus ocellatus	25.70545	-80.1017
Bothidae	Bothus	Bothus lunatus	25.70545	-80.1017
Bothidae	Bothus	Bothus ocellatus	25.645783	-80.09315
Bothidae	Bothus	Bothus lunatus	25.645783	-80.09315
Bothidae	Bothus	Bothus ocellatus	25.646367	-80.093117
Bothidae	Bothus	Bothus lunatus	25.646367	-80.093117
Bothidae	Bothus	Bothus ocellatus	25.511317	-80.106933
Bothidae	Bothus	Bothus lunatus	25.511317	-80.106933
Bothidae	Bothus	Bothus ocellatus	25.509317	-80.107467
Bothidae	Bothus	Bothus lunatus	25.509317	-80.107467
Bothidae	Bothus	Bothus ocellatus	25.378233	-80.1449
Bothidae	Bothus	Bothus lunatus	25.378233	-80.1449
Bothidae	Bothus	Bothus ocellatus	25.37875	-80.144483
Bothidae	Bothus	Bothus lunatus	25.37875	-80.144483
Bothidae	Bothus	Bothus ocellatus	25.54655	-80.104533
Bothidae	Bothus	Bothus lunatus	25.54655	-80.104533
Bothidae	Bothus	Bothus ocellatus	25.546583	-80.1063
Bothidae	Bothus	Bothus lunatus	25.546583	-80.1063
Bothidae	Bothus	Bothus ocellatus	25.468733	-80.12775
Bothidae	Bothus	Bothus lunatus	25.468733	-80.12775
Bothidae	Bothus	Bothus ocellatus	25.469317	-80.127533
Bothidae	Bothus	Bothus lunatus	25.469317	-80.127533
Bothidae	Bothus	Bothus ocellatus	25.37345	-80.138833
Bothidae	Bothus	Bothus lunatus	25.37345	-80.138833
Bothidae	Bothus	Bothus ocellatus	25.373933	-80.138633
Bothidae	Bothus	Bothus lunatus	25.373933	-80.138633
Bothidae	Bothus	Bothus ocellatus	25.369967	-80.13935
Bothidae	Bothus	Bothus lunatus	25.369967	-80.13935
Bothidae	Bothus	Bothus ocellatus	25.369967	-80.13935
Bothidae	Bothus	Bothus lunatus	25.369967	-80.13935
Bothidae	Bothus	Bothus ocellatus	25.366367	-80.137633
Bothidae	Bothus	Bothus lunatus	25.366367	-80.137633
Bothidae	Bothus	Bothus lunatus	25.366367	-80.137633
Bothidae	Bothus	Bothus ocellatus	25.366367	-80.137633
Bothidae	Bothus	Bothus ocellatus	25.364917	-80.141317
Bothidae	Bothus	Bothus lunatus	25.364917	-80.141317
Bothidae	Bothus	Bothus ocellatus	25.36525	-80.141
Bothidae	Bothus	Bothus lunatus	25.36525	-80.141
Bothidae	Bothus	Bothus ocellatus	25.463117	-80.1349
Bothidae	Bothus	Bothus lunatus	25.463117	-80.1349
Bothidae	Bothus	Bothus ocellatus	25.4631	-80.135867
Bothidae	Bothus	Bothus lunatus	25.4631	-80.135867
Bothidae	Bothus	Bothus ocellatus	25.373617	-80.148517
Bothidae	Bothus	Bothus lunatus	25.373617	-80.148517
Bothidae	Bothus	Bothus ocellatus	25.373933	-80.1491
Bothidae	Bothus	Bothus lunatus	25.373933	-80.1491
Bothidae	Bothus	Bothus ocellatus	25.3313	-80.1783
Bothidae	Bothus	Bothus lunatus	25.3313	-80.1783
Bothidae	Bothus	Bothus ocellatus	25.3305	-80.178583
Bothidae	Bothus	Bothus lunatus	25.3305	-80.178583
Bothidae	Bothus	Bothus ocellatus	25.478167	-80.116083
Bothidae	Bothus	Bothus lunatus	25.478167	-80.116083
Bothidae	Bothus	Bothus ocellatus	25.478283	-80.115633
Bothidae	Bothus	Bothus lunatus	25.478283	-80.115633
Bothidae	Bothus	Bothus ocellatus	25.4424	-80.123333
Bothidae	Bothus	Bothus lunatus	25.4424	-80.123333
Bothidae	Bothus	Bothus lunatus	25.4426	-80.123633
Bothidae	Bothus	Bothus ocellatus	25.4426	-80.123633
Bothidae	Bothus	Bothus ocellatus	25.444967	-80.145217
Bothidae	Bothus	Bothus lunatus	25.444967	-80.145217
Bothidae	Bothus	Bothus ocellatus	25.444967	-80.145217
Bothidae	Bothus	Bothus lunatus	25.444967	-80.145217
Bothidae	Bothus	Bothus ocellatus	25.486267	-80.148433
Bothidae	Bothus	Bothus lunatus	25.486267	-80.148433
Bothidae	Bothus	Bothus ocellatus	25.486267	-80.148433
Bothidae	Bothus	Bothus lunatus	25.486267	-80.148433
Bothidae	Bothus	Bothus ocellatus	25.467983	-80.151467
Bothidae	Bothus	Bothus lunatus	25.467983	-80.151467
Bothidae	Bothus	Bothus ocellatus	25.468017	-80.1522
Bothidae	Bothus	Bothus lunatus	25.468017	-80.1522
Bothidae	Bothus	Bothus lunatus	25.423833	-80.165833
Bothidae	Bothus	Bothus ocellatus	25.423833	-80.165833
Bothidae	Bothus	Bothus ocellatus	25.365667	-80.176233
Bothidae	Bothus	Bothus lunatus	25.365667	-80.176233
Bothidae	Bothus	Bothus ocellatus	25.366317	-80.176067
Bothidae	Bothus	Bothus lunatus	25.366317	-80.176067
Bothidae	Bothus	Bothus ocellatus	25.4445	-80.1764
Bothidae	Bothus	Bothus lunatus	25.4445	-80.1764
Bothidae	Bothus	Bothus ocellatus	25.444767	-80.176267
Bothidae	Bothus	Bothus lunatus	25.444767	-80.176267
Bothidae	Bothus	Bothus lunatus	25.407783	-80.19645
Bothidae	Bothus	Bothus ocellatus	25.407783	-80.19645
Bothidae	Bothus	Bothus ocellatus	25.40735	-80.196383
Bothidae	Bothus	Bothus lunatus	25.40735	-80.196383
Bothidae	Bothus	Bothus lunatus	24.568833	-81.381383
Bothidae	Bothus	Bothus ocellatus	24.568833	-81.381383
Bothidae	Bothus	Bothus ocellatus	24.568833	-81.381383
Bothidae	Bothus	Bothus lunatus	24.568833	-81.381383
Bothidae	Bothus	Bothus ocellatus	24.511067	-81.541817
Bothidae	Bothus	Bothus lunatus	24.511067	-81.541817
Bothidae	Bothus	Bothus lunatus	24.5453	-81.410333
Bothidae	Bothus	Bothus ocellatus	24.5453	-81.410333
Bothidae	Bothus	Bothus ocellatus	24.5453	-81.410333
Bothidae	Bothus	Bothus lunatus	24.5453	-81.410333
Bothidae	Bothus	Bothus ocellatus	24.513817	-81.54315
Bothidae	Bothus	Bothus lunatus	24.513817	-81.54315
Bothidae	Bothus	Bothus ocellatus	24.513817	-81.54315
Bothidae	Bothus	Bothus lunatus	24.513817	-81.54315
Bothidae	Bothus	Bothus ocellatus	24.551617	-81.38025
Bothidae	Bothus	Bothus lunatus	24.551617	-81.38025
Bothidae	Bothus	Bothus ocellatus	24.551617	-81.38025
Bothidae	Bothus	Bothus lunatus	24.551617	-81.38025
Bothidae	Bothus	Bothus ocellatus	24.550583	-81.37565
Bothidae	Bothus	Bothus lunatus	24.550583	-81.37565
Bothidae	Bothus	Bothus ocellatus	24.550583	-81.37565
Bothidae	Bothus	Bothus lunatus	24.550583	-81.37565
Bothidae	Bothus	Bothus ocellatus	24.567917	-81.325167
Bothidae	Bothus	Bothus lunatus	24.567917	-81.325167
Bothidae	Bothus	Bothus ocellatus	24.567917	-81.325167
Bothidae	Bothus	Bothus lunatus	24.567917	-81.325167
Bothidae	Bothus	Bothus ocellatus	24.604033	-81.19055
Bothidae	Bothus	Bothus lunatus	24.604033	-81.19055
Bothidae	Bothus	Bothus ocellatus	24.604033	-81.19055
Bothidae	Bothus	Bothus lunatus	24.604033	-81.19055
Bothidae	Bothus	Bothus ocellatus	24.904367	-80.614917
Bothidae	Bothus	Bothus lunatus	24.904367	-80.614917
Bothidae	Bothus	Bothus ocellatus	24.904367	-80.614917
Bothidae	Bothus	Bothus lunatus	24.904367	-80.614917
Bothidae	Bothus	Bothus ocellatus	24.90415	-80.613
Bothidae	Bothus	Bothus lunatus	24.90415	-80.613
Bothidae	Bothus	Bothus ocellatus	24.90415	-80.613
Bothidae	Bothus	Bothus lunatus	24.90415	-80.613
Bothidae	Bothus	Bothus ocellatus	24.884783	-80.575717
Bothidae	Bothus	Bothus lunatus	24.884783	-80.575717
Bothidae	Bothus	Bothus ocellatus	24.884783	-80.575717
Bothidae	Bothus	Bothus lunatus	24.884783	-80.575717
Bothidae	Bothus	Bothus lunatus	24.90765	-80.52625
Bothidae	Bothus	Bothus ocellatus	24.90765	-80.52625
Bothidae	Bothus	Bothus lunatus	24.90765	-80.52625
Bothidae	Bothus	Bothus ocellatus	24.90765	-80.52625
Bothidae	Bothus	Bothus ocellatus	24.93655	-80.4703
Bothidae	Bothus	Bothus lunatus	24.93655	-80.4703
Bothidae	Bothus	Bothus ocellatus	24.93655	-80.4703
Bothidae	Bothus	Bothus lunatus	24.93655	-80.4703
Bothidae	Bothus	Bothus ocellatus	24.923883	-80.5019
Bothidae	Bothus	Bothus lunatus	24.923883	-80.5019
Bothidae	Bothus	Bothus ocellatus	24.923883	-80.5019
Bothidae	Bothus	Bothus lunatus	24.923883	-80.5019
Bothidae	Bothus	Bothus ocellatus	24.921017	-80.505417
Bothidae	Bothus	Bothus lunatus	24.921017	-80.505417
Bothidae	Bothus	Bothus ocellatus	24.921017	-80.505417
Bothidae	Bothus	Bothus lunatus	24.921017	-80.505417
Bothidae	Bothus	Bothus ocellatus	24.935967	-80.472583
Bothidae	Bothus	Bothus lunatus	24.935967	-80.472583
Bothidae	Bothus	Bothus ocellatus	24.935967	-80.472583
Bothidae	Bothus	Bothus lunatus	24.935967	-80.472583
Bothidae	Bothus	Bothus ocellatus	24.479467	-81.71475
Bothidae	Bothus	Bothus lunatus	24.479467	-81.71475
Bothidae	Bothus	Bothus lunatus	24.479467	-81.71475
Bothidae	Bothus	Bothus ocellatus	24.479467	-81.71475
Bothidae	Bothus	Bothus ocellatus	24.5449	-81.4093
Bothidae	Bothus	Bothus lunatus	24.5449	-81.4093
Bothidae	Bothus	Bothus lunatus	24.5449	-81.4093
Bothidae	Bothus	Bothus ocellatus	24.5449	-81.4093
Bothidae	Bothus	Bothus lunatus	24.545933	-81.404367
Bothidae	Bothus	Bothus ocellatus	24.545933	-81.404367
Bothidae	Bothus	Bothus ocellatus	24.545933	-81.404367
Bothidae	Bothus	Bothus lunatus	24.545933	-81.404367
Bothidae	Bothus	Bothus ocellatus	25.107417	-80.2939
Bothidae	Bothus	Bothus lunatus	25.107417	-80.2939
Bothidae	Bothus	Bothus ocellatus	25.107417	-80.2939
Bothidae	Bothus	Bothus lunatus	25.107417	-80.2939
Bothidae	Bothus	Bothus ocellatus	25.58745	-80.092983
Bothidae	Bothus	Bothus lunatus	25.58745	-80.092983
