family	genus	species	decimalLatitude	decimalLongitude
Bothidae	Bothus	Bothus ocellatus	24.60119	-82.95716
Bothidae	Bothus	Bothus ocellatus	24.60125	-82.95707
Bothidae	Bothus	Bothus lunatus	24.60125	-82.95707
Bothidae	Bothus	Bothus lunatus	24.71781	-82.85909
Bothidae	Bothus	Bothus ocellatus	24.71781	-82.85909
Bothidae	Bothus	Bothus lunatus	24.71788	-82.85932
Bothidae	Bothus	Bothus ocellatus	24.71788	-82.85932
Bothidae	Bothus	Bothus ocellatus	24.71568	-82.86584
Bothidae	Bothus	Bothus lunatus	24.71568	-82.86584
Bothidae	Bothus	Bothus ocellatus	24.71573	-82.86568
Bothidae	Bothus	Bothus lunatus	24.71573	-82.86568
Bothidae	Bothus	Bothus lunatus	24.65177	-82.94108
Bothidae	Bothus	Bothus ocellatus	24.65177	-82.94108
Bothidae	Bothus	Bothus lunatus	24.65188	-82.9411
Bothidae	Bothus	Bothus ocellatus	24.65188	-82.9411
Bothidae	Bothus	Bothus ocellatus	24.65049	-82.95654
Bothidae	Bothus	Bothus lunatus	24.65049	-82.95654
Bothidae	Bothus	Bothus ocellatus	24.65043	-82.95653
Bothidae	Bothus	Bothus lunatus	24.65043	-82.95653
Bothidae	Bothus	Bothus ocellatus	24.61547	-82.94124
Bothidae	Bothus	Bothus lunatus	24.61547	-82.94124
Bothidae	Bothus	Bothus ocellatus	24.61544	-82.94132
Bothidae	Bothus	Bothus lunatus	24.61544	-82.94132
Bothidae	Bothus	Bothus ocellatus	24.61436	-82.94452
Bothidae	Bothus	Bothus lunatus	24.61436	-82.94452
Bothidae	Bothus	Bothus ocellatus	24.61436	-82.9446
Bothidae	Bothus	Bothus lunatus	24.61436	-82.9446
Bothidae	Bothus	Bothus ocellatus	24.61098	-82.90253
Bothidae	Bothus	Bothus lunatus	24.61098	-82.90253
Bothidae	Bothus	Bothus ocellatus	24.61107	-82.90254
Bothidae	Bothus	Bothus lunatus	24.61107	-82.90254
Bothidae	Bothus	Bothus ocellatus	24.64171	-82.92975
Bothidae	Bothus	Bothus lunatus	24.64171	-82.92975
Bothidae	Bothus	Bothus ocellatus	24.64182	-82.92976
Bothidae	Bothus	Bothus lunatus	24.64182	-82.92976
Bothidae	Bothus	Bothus lunatus	24.61347	-82.90234
Bothidae	Bothus	Bothus ocellatus	24.61347	-82.90234
Bothidae	Bothus	Bothus ocellatus	24.61355	-82.9023
Bothidae	Bothus	Bothus lunatus	24.61355	-82.9023
Bothidae	Bothus	Bothus ocellatus	24.71847	-82.84991
Bothidae	Bothus	Bothus lunatus	24.71847	-82.84991
Bothidae	Bothus	Bothus ocellatus	24.71836	-82.84983
Bothidae	Bothus	Bothus lunatus	24.71836	-82.84983
Bothidae	Bothus	Bothus ocellatus	24.68837	-82.88404
Bothidae	Bothus	Bothus lunatus	24.68837	-82.88404
Bothidae	Bothus	Bothus ocellatus	24.68836	-82.8841
Bothidae	Bothus	Bothus lunatus	24.68836	-82.8841
Bothidae	Bothus	Bothus lunatus	24.68013	-82.9046
Bothidae	Bothus	Bothus ocellatus	24.68013	-82.9046
Bothidae	Bothus	Bothus ocellatus	24.6801	-82.9046
Bothidae	Bothus	Bothus lunatus	24.6801	-82.9046
Bothidae	Bothus	Bothus ocellatus	24.62669	-82.89918
Bothidae	Bothus	Bothus lunatus	24.62669	-82.89918
Bothidae	Bothus	Bothus ocellatus	24.62664	-82.89927
Bothidae	Bothus	Bothus lunatus	24.62664	-82.89927
Bothidae	Bothus	Bothus lunatus	24.65729	-82.94462
Bothidae	Bothus	Bothus ocellatus	24.65729	-82.94462
Bothidae	Bothus	Bothus ocellatus	24.65734	-82.94464
Bothidae	Bothus	Bothus lunatus	24.65734	-82.94464
Bothidae	Bothus	Bothus lunatus	24.64455	-82.92916
Bothidae	Bothus	Bothus ocellatus	24.64455	-82.92916
Bothidae	Bothus	Bothus lunatus	24.64454	-82.92896
Bothidae	Bothus	Bothus ocellatus	24.64454	-82.92896
Bothidae	Bothus	Bothus lunatus	24.63976	-82.96174
Bothidae	Bothus	Bothus ocellatus	24.63976	-82.96174
Bothidae	Bothus	Bothus ocellatus	24.63984	-82.96163
Bothidae	Bothus	Bothus lunatus	24.63984	-82.96163
Bothidae	Bothus	Bothus ocellatus	24.63329	-82.85458
Bothidae	Bothus	Bothus lunatus	24.63329	-82.85458
Bothidae	Bothus	Bothus lunatus	24.6332	-82.85453
Bothidae	Bothus	Bothus ocellatus	24.6332	-82.85453
Bothidae	Bothus	Bothus lunatus	24.62615	-82.85406
Bothidae	Bothus	Bothus ocellatus	24.62615	-82.85406
Bothidae	Bothus	Bothus ocellatus	24.62622	-82.85414
Bothidae	Bothus	Bothus lunatus	24.62622	-82.85414
Bothidae	Bothus	Bothus ocellatus	24.61071	-82.92999
Bothidae	Bothus	Bothus lunatus	24.61071	-82.92999
Bothidae	Bothus	Bothus lunatus	24.61072	-82.93
Bothidae	Bothus	Bothus ocellatus	24.61072	-82.93
Bothidae	Bothus	Bothus lunatus	24.69712	-82.86396
Bothidae	Bothus	Bothus ocellatus	24.69712	-82.86396
Bothidae	Bothus	Bothus ocellatus	24.69699	-82.86404
Bothidae	Bothus	Bothus lunatus	24.69699	-82.86404
Bothidae	Bothus	Bothus ocellatus	24.68876	-82.88634
Bothidae	Bothus	Bothus lunatus	24.68876	-82.88634
Bothidae	Bothus	Bothus ocellatus	24.68882	-82.88623
Bothidae	Bothus	Bothus lunatus	24.68882	-82.88623
Bothidae	Bothus	Bothus ocellatus	24.68342	-82.89729
Bothidae	Bothus	Bothus lunatus	24.68342	-82.89729
Bothidae	Bothus	Bothus lunatus	24.6833	-82.89718
Bothidae	Bothus	Bothus ocellatus	24.6833	-82.89718
Bothidae	Bothus	Bothus lunatus	24.68008	-82.88518
Bothidae	Bothus	Bothus ocellatus	24.68008	-82.88518
Bothidae	Bothus	Bothus ocellatus	24.68007	-82.88527
Bothidae	Bothus	Bothus lunatus	24.68007	-82.88527
Bothidae	Bothus	Bothus ocellatus	24.66907	-82.87379
Bothidae	Bothus	Bothus lunatus	24.66907	-82.87379
Bothidae	Bothus	Bothus lunatus	24.6692	-82.87376
Bothidae	Bothus	Bothus ocellatus	24.6692	-82.87376
Bothidae	Bothus	Bothus ocellatus	24.664	-82.93297
Bothidae	Bothus	Bothus lunatus	24.664	-82.93297
Bothidae	Bothus	Bothus lunatus	24.66394	-82.93291
Bothidae	Bothus	Bothus ocellatus	24.66394	-82.93291
Bothidae	Bothus	Bothus lunatus	24.6673	-82.87282
Bothidae	Bothus	Bothus ocellatus	24.6673	-82.87282
Bothidae	Bothus	Bothus lunatus	24.66711	-82.87276
Bothidae	Bothus	Bothus ocellatus	24.66711	-82.87276
Bothidae	Bothus	Bothus lunatus	24.66254	-82.85198
Bothidae	Bothus	Bothus ocellatus	24.66254	-82.85198
Bothidae	Bothus	Bothus ocellatus	24.6625	-82.85211
Bothidae	Bothus	Bothus lunatus	24.6625	-82.85211
Bothidae	Bothus	Bothus ocellatus	24.64021	-82.85116
Bothidae	Bothus	Bothus lunatus	24.64021	-82.85116
Bothidae	Bothus	Bothus lunatus	24.64015	-82.85111
Bothidae	Bothus	Bothus ocellatus	24.64015	-82.85111
Bothidae	Bothus	Bothus lunatus	24.6376	-82.95759
Bothidae	Bothus	Bothus ocellatus	24.6376	-82.95759
Bothidae	Bothus	Bothus lunatus	24.6376	-82.95759
Bothidae	Bothus	Bothus ocellatus	24.6376	-82.95759
Bothidae	Bothus	Bothus lunatus	24.63445	-82.96125
Bothidae	Bothus	Bothus ocellatus	24.63445	-82.96125
Bothidae	Bothus	Bothus lunatus	24.63434	-82.96124
Bothidae	Bothus	Bothus ocellatus	24.63434	-82.96124
Bothidae	Bothus	Bothus lunatus	24.63408	-82.90737
Bothidae	Bothus	Bothus ocellatus	24.63408	-82.90737
Bothidae	Bothus	Bothus lunatus	24.63409	-82.90747
Bothidae	Bothus	Bothus ocellatus	24.63409	-82.90747
Bothidae	Bothus	Bothus ocellatus	24.61427	-82.95739
Bothidae	Bothus	Bothus lunatus	24.61427	-82.95739
Bothidae	Bothus	Bothus ocellatus	24.61413	-82.95737
Bothidae	Bothus	Bothus lunatus	24.61413	-82.95737
Bothidae	Bothus	Bothus lunatus	24.6121	-82.96346
Bothidae	Bothus	Bothus ocellatus	24.6121	-82.96346
Bothidae	Bothus	Bothus lunatus	24.61222	-82.96355
Bothidae	Bothus	Bothus ocellatus	24.61222	-82.96355
Bothidae	Bothus	Bothus ocellatus	24.61112	-82.96069
Bothidae	Bothus	Bothus lunatus	24.61112	-82.96069
Bothidae	Bothus	Bothus lunatus	24.61107	-82.96054
Bothidae	Bothus	Bothus ocellatus	24.61107	-82.96054
Bothidae	Bothus	Bothus ocellatus	24.60917	-82.94501
Bothidae	Bothus	Bothus lunatus	24.60917	-82.94501
Bothidae	Bothus	Bothus lunatus	24.60922	-82.94503
Bothidae	Bothus	Bothus ocellatus	24.60922	-82.94503
Bothidae	Bothus	Bothus ocellatus	24.60485	-82.94476
Bothidae	Bothus	Bothus lunatus	24.60485	-82.94476
Bothidae	Bothus	Bothus ocellatus	24.60495	-82.94486
Bothidae	Bothus	Bothus lunatus	24.60495	-82.94486
Bothidae	Bothus	Bothus ocellatus	24.60464	-82.9418
Bothidae	Bothus	Bothus lunatus	24.60464	-82.9418
Bothidae	Bothus	Bothus ocellatus	24.60466	-82.94183
Bothidae	Bothus	Bothus lunatus	24.60466	-82.94183
Bothidae	Bothus	Bothus ocellatus	24.72981	-82.8044
Bothidae	Bothus	Bothus lunatus	24.72981	-82.8044
Bothidae	Bothus	Bothus lunatus	24.72981	-82.8044
Bothidae	Bothus	Bothus ocellatus	24.72981	-82.8044
Bothidae	Bothus	Bothus ocellatus	24.72981	-82.80103
Bothidae	Bothus	Bothus lunatus	24.72981	-82.80103
Bothidae	Bothus	Bothus ocellatus	24.72987	-82.80102
Bothidae	Bothus	Bothus lunatus	24.72987	-82.80102
Bothidae	Bothus	Bothus ocellatus	24.72845	-82.80428
Bothidae	Bothus	Bothus lunatus	24.72845	-82.80428
Bothidae	Bothus	Bothus ocellatus	24.72842	-82.80449
Bothidae	Bothus	Bothus lunatus	24.72842	-82.80449
Bothidae	Bothus	Bothus lunatus	24.72683	-82.81263
Bothidae	Bothus	Bothus ocellatus	24.72683	-82.81263
Bothidae	Bothus	Bothus lunatus	24.72683	-82.81263
Bothidae	Bothus	Bothus ocellatus	24.72683	-82.81263
Bothidae	Bothus	Bothus ocellatus	24.72634	-82.8054
Bothidae	Bothus	Bothus lunatus	24.72634	-82.8054
Bothidae	Bothus	Bothus lunatus	24.72624	-82.80516
Bothidae	Bothus	Bothus ocellatus	24.72624	-82.80516
Bothidae	Bothus	Bothus ocellatus	24.72669	-82.8101
Bothidae	Bothus	Bothus lunatus	24.72669	-82.8101
Bothidae	Bothus	Bothus ocellatus	24.72665	-82.81002
Bothidae	Bothus	Bothus lunatus	24.72665	-82.81002
Bothidae	Bothus	Bothus lunatus	24.72066	-82.855
Bothidae	Bothus	Bothus ocellatus	24.72066	-82.855
Bothidae	Bothus	Bothus ocellatus	24.72068	-82.85492
Bothidae	Bothus	Bothus lunatus	24.72068	-82.85492
Bothidae	Bothus	Bothus lunatus	24.71251	-82.88813
Bothidae	Bothus	Bothus ocellatus	24.71251	-82.88813
Bothidae	Bothus	Bothus lunatus	24.71241	-82.888
Bothidae	Bothus	Bothus ocellatus	24.71241	-82.888
Bothidae	Bothus	Bothus lunatus	24.70547	-82.87213
Bothidae	Bothus	Bothus ocellatus	24.70547	-82.87213
Bothidae	Bothus	Bothus ocellatus	24.7054	-82.87207
Bothidae	Bothus	Bothus lunatus	24.7054	-82.87207
Bothidae	Bothus	Bothus lunatus	24.64051	-82.89822
Bothidae	Bothus	Bothus ocellatus	24.64051	-82.89822
Bothidae	Bothus	Bothus ocellatus	24.64046	-82.89818
Bothidae	Bothus	Bothus lunatus	24.64046	-82.89818
Bothidae	Bothus	Bothus lunatus	24.63098	-82.9682
Bothidae	Bothus	Bothus ocellatus	24.63098	-82.9682
Bothidae	Bothus	Bothus ocellatus	24.63098	-82.9682
Bothidae	Bothus	Bothus lunatus	24.63098	-82.9682
Bothidae	Bothus	Bothus lunatus	24.62872	-82.89717
Bothidae	Bothus	Bothus ocellatus	24.62872	-82.89717
Bothidae	Bothus	Bothus lunatus	24.6288	-82.89712
Bothidae	Bothus	Bothus ocellatus	24.6288	-82.89712
Bothidae	Bothus	Bothus lunatus	24.62506	-82.90051
Bothidae	Bothus	Bothus ocellatus	24.62506	-82.90051
Bothidae	Bothus	Bothus lunatus	24.62496	-82.90057
Bothidae	Bothus	Bothus ocellatus	24.62496	-82.90057
Bothidae	Bothus	Bothus ocellatus	24.71545	-82.89736
Bothidae	Bothus	Bothus lunatus	24.71545	-82.89736
Bothidae	Bothus	Bothus lunatus	24.71539	-82.89741
Bothidae	Bothus	Bothus ocellatus	24.71539	-82.89741
Bothidae	Bothus	Bothus ocellatus	24.69088	-82.88586
Bothidae	Bothus	Bothus lunatus	24.69088	-82.88586
Bothidae	Bothus	Bothus ocellatus	24.6907	-82.88605
Bothidae	Bothus	Bothus lunatus	24.6907	-82.88605
Bothidae	Bothus	Bothus ocellatus	24.68171	-82.88595
Bothidae	Bothus	Bothus lunatus	24.68171	-82.88595
Bothidae	Bothus	Bothus lunatus	24.68163	-82.88594
Bothidae	Bothus	Bothus ocellatus	24.68163	-82.88594
Bothidae	Bothus	Bothus lunatus	24.67044	-82.92766
Bothidae	Bothus	Bothus ocellatus	24.67044	-82.92766
Bothidae	Bothus	Bothus lunatus	24.6703	-82.92753
Bothidae	Bothus	Bothus ocellatus	24.6703	-82.92753
Bothidae	Bothus	Bothus ocellatus	24.66931	-82.92805
Bothidae	Bothus	Bothus lunatus	24.66931	-82.92805
Bothidae	Bothus	Bothus ocellatus	24.66907	-82.92787
Bothidae	Bothus	Bothus lunatus	24.66907	-82.92787
Bothidae	Bothus	Bothus ocellatus	24.66625	-82.92978
Bothidae	Bothus	Bothus lunatus	24.66625	-82.92978
Bothidae	Bothus	Bothus ocellatus	24.66641	-82.92972
Bothidae	Bothus	Bothus lunatus	24.66641	-82.92972
Bothidae	Bothus	Bothus ocellatus	24.6623	-82.93158
Bothidae	Bothus	Bothus lunatus	24.6623	-82.93158
Bothidae	Bothus	Bothus ocellatus	24.66242	-82.9315
Bothidae	Bothus	Bothus lunatus	24.66242	-82.9315
Bothidae	Bothus	Bothus lunatus	24.66054	-82.93757
Bothidae	Bothus	Bothus ocellatus	24.66054	-82.93757
Bothidae	Bothus	Bothus ocellatus	24.6604	-82.93748
Bothidae	Bothus	Bothus lunatus	24.6604	-82.93748
Bothidae	Bothus	Bothus ocellatus	24.65862	-82.93813
Bothidae	Bothus	Bothus lunatus	24.65862	-82.93813
Bothidae	Bothus	Bothus ocellatus	24.65861	-82.93805
Bothidae	Bothus	Bothus lunatus	24.65861	-82.93805
Bothidae	Bothus	Bothus ocellatus	24.65686	-82.93375
Bothidae	Bothus	Bothus lunatus	24.65686	-82.93375
Bothidae	Bothus	Bothus ocellatus	24.65695	-82.93368
Bothidae	Bothus	Bothus lunatus	24.65695	-82.93368
Bothidae	Bothus	Bothus ocellatus	24.65661	-82.93502
Bothidae	Bothus	Bothus lunatus	24.65661	-82.93502
Bothidae	Bothus	Bothus ocellatus	24.65651	-82.93499
Bothidae	Bothus	Bothus lunatus	24.65651	-82.93499
Bothidae	Bothus	Bothus lunatus	24.65605	-82.9387
Bothidae	Bothus	Bothus ocellatus	24.65605	-82.9387
Bothidae	Bothus	Bothus ocellatus	24.65605	-82.9387
Bothidae	Bothus	Bothus lunatus	24.65605	-82.9387
Bothidae	Bothus	Bothus ocellatus	24.6563	-82.94009
Bothidae	Bothus	Bothus lunatus	24.6563	-82.94009
Bothidae	Bothus	Bothus ocellatus	24.6563	-82.93989
Bothidae	Bothus	Bothus lunatus	24.6563	-82.93989
Bothidae	Bothus	Bothus ocellatus	24.65202	-82.9572
Bothidae	Bothus	Bothus lunatus	24.65202	-82.9572
Bothidae	Bothus	Bothus ocellatus	24.65196	-82.95728
Bothidae	Bothus	Bothus lunatus	24.65196	-82.95728
Bothidae	Bothus	Bothus ocellatus	24.65163	-82.95291
Bothidae	Bothus	Bothus lunatus	24.65163	-82.95291
Bothidae	Bothus	Bothus ocellatus	24.65171	-82.95313
Bothidae	Bothus	Bothus lunatus	24.65171	-82.95313
Bothidae	Bothus	Bothus lunatus	24.63736	-82.90142
Bothidae	Bothus	Bothus ocellatus	24.63736	-82.90142
Bothidae	Bothus	Bothus ocellatus	24.63736	-82.90124
Bothidae	Bothus	Bothus lunatus	24.63736	-82.90124
Bothidae	Bothus	Bothus lunatus	24.62917	-82.96562
Bothidae	Bothus	Bothus ocellatus	24.62917	-82.96562
Bothidae	Bothus	Bothus ocellatus	24.62914	-82.96551
Bothidae	Bothus	Bothus lunatus	24.62914	-82.96551
Bothidae	Bothus	Bothus ocellatus	24.62958	-82.9655
Bothidae	Bothus	Bothus lunatus	24.62958	-82.9655
Bothidae	Bothus	Bothus ocellatus	24.62954	-82.96549
Bothidae	Bothus	Bothus lunatus	24.62954	-82.96549
Bothidae	Bothus	Bothus lunatus	24.6309	-82.96887
Bothidae	Bothus	Bothus ocellatus	24.6309	-82.96887
Bothidae	Bothus	Bothus ocellatus	24.63096	-82.9688
Bothidae	Bothus	Bothus lunatus	24.63096	-82.9688
Bothidae	Bothus	Bothus lunatus	24.5707	-82.90625
Bothidae	Bothus	Bothus ocellatus	24.5707	-82.90625
Bothidae	Bothus	Bothus lunatus	24.57074	-82.90636
Bothidae	Bothus	Bothus ocellatus	24.57074	-82.90636
Bothidae	Bothus	Bothus ocellatus	24.55815	-82.96434
Bothidae	Bothus	Bothus lunatus	24.55815	-82.96434
Bothidae	Bothus	Bothus ocellatus	24.55805	-82.96417
Bothidae	Bothus	Bothus lunatus	24.55805	-82.96417
Bothidae	Bothus	Bothus lunatus	24.71294	-82.79286
Bothidae	Bothus	Bothus ocellatus	24.71294	-82.79286
Bothidae	Bothus	Bothus ocellatus	24.71284	-82.79196
Bothidae	Bothus	Bothus lunatus	24.71284	-82.79196
Bothidae	Bothus	Bothus ocellatus	24.67526	-82.82599
Bothidae	Bothus	Bothus lunatus	24.67526	-82.82599
Bothidae	Bothus	Bothus ocellatus	24.6753	-82.82604
Bothidae	Bothus	Bothus lunatus	24.6753	-82.82604
Bothidae	Bothus	Bothus lunatus	24.67177	-82.81736
Bothidae	Bothus	Bothus ocellatus	24.67177	-82.81736
Bothidae	Bothus	Bothus lunatus	24.67177	-82.81731
Bothidae	Bothus	Bothus ocellatus	24.67177	-82.81731
Bothidae	Bothus	Bothus ocellatus	24.59831	-82.95896
Bothidae	Bothus	Bothus lunatus	24.59831	-82.95896
Bothidae	Bothus	Bothus ocellatus	24.59824	-82.95892
Bothidae	Bothus	Bothus lunatus	24.59824	-82.95892
Bothidae	Bothus	Bothus ocellatus	24.59565	-82.96483
Bothidae	Bothus	Bothus lunatus	24.59565	-82.96483
Bothidae	Bothus	Bothus ocellatus	24.59579	-82.96488
Bothidae	Bothus	Bothus lunatus	24.59579	-82.96488
Bothidae	Bothus	Bothus lunatus	24.59647	-82.96323
Bothidae	Bothus	Bothus ocellatus	24.59647	-82.96323
Bothidae	Bothus	Bothus lunatus	24.59638	-82.96323
Bothidae	Bothus	Bothus ocellatus	24.59638	-82.96323
Bothidae	Bothus	Bothus lunatus	24.58704	-82.91014
Bothidae	Bothus	Bothus ocellatus	24.58704	-82.91014
Bothidae	Bothus	Bothus lunatus	24.58713	-82.91006
Bothidae	Bothus	Bothus ocellatus	24.58713	-82.91006
Bothidae	Bothus	Bothus ocellatus	24.58609	-82.98675
Bothidae	Bothus	Bothus lunatus	24.58609	-82.98675
Bothidae	Bothus	Bothus ocellatus	24.58591	-82.98689
Bothidae	Bothus	Bothus lunatus	24.58591	-82.98689
Bothidae	Bothus	Bothus ocellatus	24.58541	-82.93244
Bothidae	Bothus	Bothus lunatus	24.58541	-82.93244
Bothidae	Bothus	Bothus ocellatus	24.58551	-82.93282
Bothidae	Bothus	Bothus lunatus	24.58551	-82.93282
Bothidae	Bothus	Bothus ocellatus	24.5851	-82.97298
Bothidae	Bothus	Bothus lunatus	24.5851	-82.97298
Bothidae	Bothus	Bothus ocellatus	24.58493	-82.97284
Bothidae	Bothus	Bothus lunatus	24.58493	-82.97284
Bothidae	Bothus	Bothus lunatus	24.58409	-82.93027
Bothidae	Bothus	Bothus ocellatus	24.58409	-82.93027
Bothidae	Bothus	Bothus lunatus	24.58409	-82.93027
Bothidae	Bothus	Bothus ocellatus	24.58409	-82.93027
Bothidae	Bothus	Bothus ocellatus	24.58317	-82.9318
Bothidae	Bothus	Bothus lunatus	24.58317	-82.9318
Bothidae	Bothus	Bothus lunatus	24.58313	-82.93193
Bothidae	Bothus	Bothus ocellatus	24.58313	-82.93193
Bothidae	Bothus	Bothus lunatus	24.57776	-82.95252
Bothidae	Bothus	Bothus ocellatus	24.57776	-82.95252
Bothidae	Bothus	Bothus lunatus	24.57776	-82.95252
Bothidae	Bothus	Bothus ocellatus	24.57776	-82.95252
Bothidae	Bothus	Bothus lunatus	24.56837	-82.9515
Bothidae	Bothus	Bothus ocellatus	24.56837	-82.9515
Bothidae	Bothus	Bothus ocellatus	24.56853	-82.9514
Bothidae	Bothus	Bothus lunatus	24.56853	-82.9514
Bothidae	Bothus	Bothus lunatus	24.72315	-82.77487
Bothidae	Bothus	Bothus ocellatus	24.72315	-82.77487
Bothidae	Bothus	Bothus ocellatus	24.72315	-82.77487
Bothidae	Bothus	Bothus lunatus	24.72315	-82.77487
Bothidae	Bothus	Bothus lunatus	24.63634	-82.84588
Bothidae	Bothus	Bothus ocellatus	24.63634	-82.84588
Bothidae	Bothus	Bothus lunatus	24.63626	-82.84566
Bothidae	Bothus	Bothus ocellatus	24.63626	-82.84566
Bothidae	Bothus	Bothus ocellatus	24.58738	-82.98437
Bothidae	Bothus	Bothus lunatus	24.58738	-82.98437
Bothidae	Bothus	Bothus ocellatus	24.58716	-82.98442
Bothidae	Bothus	Bothus lunatus	24.58716	-82.98442
Bothidae	Bothus	Bothus lunatus	24.58347	-82.97138
Bothidae	Bothus	Bothus ocellatus	24.58347	-82.97138
Bothidae	Bothus	Bothus ocellatus	24.58352	-82.97156
Bothidae	Bothus	Bothus lunatus	24.58352	-82.97156
Bothidae	Bothus	Bothus ocellatus	24.57244	-82.97634
Bothidae	Bothus	Bothus lunatus	24.57244	-82.97634
Bothidae	Bothus	Bothus lunatus	24.57258	-82.97632
Bothidae	Bothus	Bothus ocellatus	24.57258	-82.97632
Bothidae	Bothus	Bothus ocellatus	24.65527	-82.78433
Bothidae	Bothus	Bothus lunatus	24.65527	-82.78433
Bothidae	Bothus	Bothus lunatus	24.65531	-82.78445
Bothidae	Bothus	Bothus ocellatus	24.65531	-82.78445
Bothidae	Bothus	Bothus ocellatus	24.60949	-82.9837
Bothidae	Bothus	Bothus lunatus	24.60949	-82.9837
Bothidae	Bothus	Bothus ocellatus	24.60952	-82.98357
Bothidae	Bothus	Bothus lunatus	24.60952	-82.98357
Bothidae	Bothus	Bothus ocellatus	24.60544	-82.98234
Bothidae	Bothus	Bothus lunatus	24.60544	-82.98234
Bothidae	Bothus	Bothus ocellatus	24.60547	-82.98245
Bothidae	Bothus	Bothus lunatus	24.60547	-82.98245
Bothidae	Bothus	Bothus ocellatus	24.59263	-82.87199
Bothidae	Bothus	Bothus lunatus	24.59263	-82.87199
Bothidae	Bothus	Bothus ocellatus	24.59255	-82.87194
Bothidae	Bothus	Bothus lunatus	24.59255	-82.87194
Bothidae	Bothus	Bothus lunatus	24.58103	-82.88788
Bothidae	Bothus	Bothus ocellatus	24.58103	-82.88788
Bothidae	Bothus	Bothus lunatus	24.5811	-82.88802
Bothidae	Bothus	Bothus ocellatus	24.5811	-82.88802
Bothidae	Bothus	Bothus lunatus	24.58152	-82.90793
Bothidae	Bothus	Bothus ocellatus	24.58152	-82.90793
Bothidae	Bothus	Bothus lunatus	24.58149	-82.90782
Bothidae	Bothus	Bothus ocellatus	24.58149	-82.90782
Bothidae	Bothus	Bothus lunatus	24.57984	-82.93565
Bothidae	Bothus	Bothus ocellatus	24.57984	-82.93565
Bothidae	Bothus	Bothus lunatus	24.57995	-82.93577
Bothidae	Bothus	Bothus ocellatus	24.57995	-82.93577
Bothidae	Bothus	Bothus ocellatus	24.68924	-82.77551
Bothidae	Bothus	Bothus lunatus	24.68924	-82.77551
Bothidae	Bothus	Bothus ocellatus	24.68923	-82.77555
Bothidae	Bothus	Bothus lunatus	24.68923	-82.77555
Bothidae	Bothus	Bothus ocellatus	24.67828	-82.823
Bothidae	Bothus	Bothus lunatus	24.67828	-82.823
Bothidae	Bothus	Bothus lunatus	24.6782	-82.82343
Bothidae	Bothus	Bothus ocellatus	24.6782	-82.82343
Bothidae	Bothus	Bothus lunatus	24.66122	-82.8449
Bothidae	Bothus	Bothus ocellatus	24.66122	-82.8449
Bothidae	Bothus	Bothus lunatus	24.66157	-82.84505
Bothidae	Bothus	Bothus ocellatus	24.66157	-82.84505
Bothidae	Bothus	Bothus ocellatus	24.66708	-82.83448
Bothidae	Bothus	Bothus lunatus	24.66708	-82.83448
Bothidae	Bothus	Bothus lunatus	24.66692	-82.83452
Bothidae	Bothus	Bothus ocellatus	24.66692	-82.83452
Bothidae	Bothus	Bothus ocellatus	24.64234	-82.81452
Bothidae	Bothus	Bothus lunatus	24.64234	-82.81452
Bothidae	Bothus	Bothus ocellatus	24.64006	-82.81411
Bothidae	Bothus	Bothus lunatus	24.64006	-82.81411
Bothidae	Bothus	Bothus ocellatus	24.63593	-82.8032
Bothidae	Bothus	Bothus lunatus	24.63593	-82.8032
Bothidae	Bothus	Bothus lunatus	24.63583	-82.80315
Bothidae	Bothus	Bothus ocellatus	24.63583	-82.80315
Bothidae	Bothus	Bothus lunatus	24.63467	-82.81061
Bothidae	Bothus	Bothus ocellatus	24.63467	-82.81061
Bothidae	Bothus	Bothus ocellatus	24.6345	-82.8106
Bothidae	Bothus	Bothus lunatus	24.6345	-82.8106
Bothidae	Bothus	Bothus ocellatus	24.64324	-82.84391
Bothidae	Bothus	Bothus lunatus	24.64324	-82.84391
Bothidae	Bothus	Bothus lunatus	24.64119	-82.84101
Bothidae	Bothus	Bothus ocellatus	24.64119	-82.84101
Bothidae	Bothus	Bothus ocellatus	24.5891	-82.89432
Bothidae	Bothus	Bothus lunatus	24.5891	-82.89432
Bothidae	Bothus	Bothus lunatus	24.58913	-82.8942
Bothidae	Bothus	Bothus ocellatus	24.58913	-82.8942
Bothidae	Bothus	Bothus lunatus	24.59309	-82.90933
Bothidae	Bothus	Bothus ocellatus	24.59309	-82.90933
Bothidae	Bothus	Bothus ocellatus	24.59859	-82.91606
Bothidae	Bothus	Bothus lunatus	24.59859	-82.91606
Bothidae	Bothus	Bothus lunatus	24.58745	-82.89911
Bothidae	Bothus	Bothus ocellatus	24.58745	-82.89911
Bothidae	Bothus	Bothus ocellatus	24.5874	-82.8992
Bothidae	Bothus	Bothus lunatus	24.5874	-82.8992
Bothidae	Bothus	Bothus lunatus	24.59555	-82.87302
Bothidae	Bothus	Bothus ocellatus	24.59555	-82.87302
Bothidae	Bothus	Bothus lunatus	24.59544	-82.87302
Bothidae	Bothus	Bothus ocellatus	24.59544	-82.87302
Bothidae	Bothus	Bothus ocellatus	24.66045	-82.78803
Bothidae	Bothus	Bothus lunatus	24.66045	-82.78803
Bothidae	Bothus	Bothus lunatus	24.66048	-82.78798
Bothidae	Bothus	Bothus ocellatus	24.66048	-82.78798
Bothidae	Bothus	Bothus ocellatus	24.65517	-82.78748
